From src:'1'	To src:'2'
CHEMBL1889041	DB12728
CHEMBL1230607	DB12686
CHEMBL491019	DB08459
CHEMBL1232699	DB07764
CHEMBL1410877	DB19151
CHEMBL101253	DB04879
CHEMBL405821	DB06280
CHEMBL282837	DB07550
CHEMBL2110666	DB16134
CHEMBL4076112	DB16081
CHEMBL220896	DB07993
CHEMBL2105567	DB11385
CHEMBL411274	DB07410
CHEMBL141889	DB07548
CHEMBL236720	DB07036
CHEMBL5314402	DB14854
CHEMBL3137331	DB12282
CHEMBL549	DB00215
CHEMBL326523	DB04505
CHEMBL1221657	DB08750
CHEMBL1908319	DB13563
CHEMBL236086	DB08020
CHEMBL2104616	DB01523
CHEMBL5095043	DB19028
CHEMBL2104722	DB13607
CHEMBL1961796	DB14013
CHEMBL5093161	DB14722
CHEMBL4524847	DB06740
CHEMBL1221561	DB04789
CHEMBL1201864	DB09123
CHEMBL255066	DB13367
CHEMBL1005	DB00899
CHEMBL1445	DB01185
CHEMBL1520837	DB13340
CHEMBL1939499	DB12999
CHEMBL402823	DB08154
CHEMBL87647	DB06874
CHEMBL491960	DB15493
CHEMBL480517	DB11592
CHEMBL560993	DB11900
CHEMBL5095225	DB18301
CHEMBL1235237	DB08383
CHEMBL1206212	DB08657
CHEMBL3828009	DB13022
CHEMBL6259	DB11511
CHEMBL4303214	DB11679
CHEMBL601719	DB08865
CHEMBL563327	DB06969
CHEMBL477772	DB06589
CHEMBL321130	DB06919
CHEMBL107360	DB13246
CHEMBL1623992	DB13351
CHEMBL1241855	DB12146
CHEMBL5314533	DB18818
CHEMBL1088	DB00933
CHEMBL487431	DB07537
CHEMBL1318150	DB13816
CHEMBL1231859	DB03020
CHEMBL2107778	DB14584
CHEMBL1499	DB14681
CHEMBL519327	DB15984
CHEMBL2110809	DB09014
CHEMBL1277001	DB12717
CHEMBL389621	DB00741
CHEMBL2105078	DB01464
CHEMBL1616433	DB01605
CHEMBL503090	DB06997
CHEMBL230001	DB07401
CHEMBL1651905	DB08945
CHEMBL1593566	DB13600
CHEMBL232943	DB12563
CHEMBL222419	DB07471
CHEMBL4297422	DB11870
CHEMBL5095190	DB18820
CHEMBL2338397	DB12050
CHEMBL1618279	DB16308
CHEMBL514800	DB05676
CHEMBL1236126	DB08590
CHEMBL3989892	DB13841
CHEMBL1075	DB00680
CHEMBL2104821	DB15947
CHEMBL258502	DB17054
CHEMBL451770	DB19189
CHEMBL535	DB01268
CHEMBL1213351	DB00647
CHEMBL2107691	DB13395
CHEMBL2107486	DB16840
CHEMBL266349	DB13616
CHEMBL367149	DB03756
CHEMBL125181	DB08187
CHEMBL38434	DB03523
CHEMBL4297596	DB15085
CHEMBL220467	DB03480
CHEMBL2104984	DB16332
CHEMBL4283683	DB17521
CHEMBL4297497	DB15674
CHEMBL813	DB00876
CHEMBL162781	DB06517
CHEMBL255134	DB06974
CHEMBL1096146	DB12016
CHEMBL1908364	DB08997
CHEMBL1733	DB14217
CHEMBL564249	DB08429
CHEMBL3218576	DB12483
CHEMBL560739	DB00604
CHEMBL2105224	DB09209
CHEMBL2106613	DB05288
CHEMBL2105619	DB01522
CHEMBL1153	DB03671
CHEMBL2105661	DB11861
CHEMBL602070	DB12067
CHEMBL207496	DB07204
CHEMBL476186	DB06920
CHEMBL3544983	DB11973
CHEMBL3408248	DB15029
CHEMBL2048484	DB08907
CHEMBL1493	DB01148
CHEMBL573077	DB07144
CHEMBL95700	DB02466
CHEMBL14376	DB04946
CHEMBL3306803	DB06077
CHEMBL372164	DB07216
CHEMBL2111157	DB01491
CHEMBL1885437	DB08990
CHEMBL2331680	DB13072
CHEMBL4457723	DB19004
CHEMBL1481	DB00222
CHEMBL1201373	DB03785
CHEMBL3235279	DB16118
CHEMBL2364618	DB12875
CHEMBL4297402	DB12195
CHEMBL72232	DB04030
CHEMBL431701	DB09298
CHEMBL257991	DB17057
CHEMBL4544478	DB17159
CHEMBL563646	DB12022
CHEMBL3133037	DB12857
CHEMBL564829	DB16232
CHEMBL1328968	DB14659
CHEMBL485659	DB14633
CHEMBL1963683	DB08819
CHEMBL47298	DB17965
CHEMBL1355596	DB11501
CHEMBL3189011	DB16002
CHEMBL1650559	DB12615
CHEMBL564912	DB01948
CHEMBL4650323	DB18715
CHEMBL2105737	DB09143
CHEMBL3786343	DB13164
CHEMBL309282	DB02741
CHEMBL87708	DB13411
CHEMBL2107826	DB14895
CHEMBL83	DB00675
CHEMBL412309	DB12384
CHEMBL4297651	DB16079
CHEMBL2105681	DB06365
CHEMBL1552	DB02123
CHEMBL4650936	DB19386
CHEMBL4297524	DB12323
CHEMBL570015	DB12137
CHEMBL291657	DB18518
CHEMBL3545308	DB11907
CHEMBL2105648	DB05467
CHEMBL3249110	DB05706
CHEMBL3301610	DB12001
CHEMBL1040	DB00146
CHEMBL846	DB00136
CHEMBL4296682	DB15023
CHEMBL146032	DB16221
CHEMBL56904	DB04739
CHEMBL4277900	DB18081
CHEMBL4469414	DB19200
CHEMBL1612198	DB17027
CHEMBL1910856	DB12408
CHEMBL5314475	DB18971
CHEMBL6083129	DB17109
CHEMBL2356993	DB16003
CHEMBL4574601	DB17235
CHEMBL1652	DB01122
CHEMBL2356023	DB01070
CHEMBL2104574	DB16148
CHEMBL278785	DB02331
CHEMBL2048028	DB11611
CHEMBL3137304	DB14676
CHEMBL35228	DB12975
CHEMBL1829174	DB12491
CHEMBL3527416	DB13764
CHEMBL1649931	DB14813
CHEMBL1233506	DB01630
CHEMBL60851	DB02198
CHEMBL1933350	DB14957
CHEMBL4558324	DB16216
CHEMBL92870	DB13766
CHEMBL1672054	DB06634
CHEMBL3121539	DB12065
CHEMBL4297468	DB16070
CHEMBL288010	DB03768
CHEMBL1075790	DB13756
CHEMBL4093031	DB14950
CHEMBL5314562	DB17662
CHEMBL3707349	DB14866
CHEMBL4297601	DB15437
CHEMBL103667	DB03044
CHEMBL20210	DB05102
CHEMBL376109	DB04718
CHEMBL4648616	DB17584
CHEMBL362811	DB03141
CHEMBL3989929	DB12689
CHEMBL2043025	DB11822
CHEMBL4650319	DB16390
CHEMBL1762621	DB05983
CHEMBL212616	DB04172
CHEMBL1017	DB00966
CHEMBL107367	DB19311
CHEMBL1200937	DB01764
CHEMBL4297253	DB15075
CHEMBL1201206	DB01338
CHEMBL1236936	DB16126
CHEMBL4105584	DB12225
CHEMBL2111186	DB11812
CHEMBL2063090	DB11575
CHEMBL3989595	DB13575
CHEMBL1257	DB00228
CHEMBL15967	DB02757
CHEMBL1205969	DB03688
CHEMBL1235716	DB04161
CHEMBL11298	DB00133
CHEMBL1160508	DB02153
CHEMBL457665	DB04370
CHEMBL5401026	DB18901
CHEMBL5314971	DB14936
CHEMBL117651	DB03005
CHEMBL3039522	DB11782
CHEMBL1231649	DB11383
CHEMBL1646	DB16024
CHEMBL238071	DB00309
CHEMBL4297447	DB12199
CHEMBL1207444	DB11545
CHEMBL1215923	DB06197
CHEMBL1241239	DB14062
CHEMBL4297475	DB16186
CHEMBL1231652	DB02821
CHEMBL566	DB03419
CHEMBL146428	DB05003
CHEMBL275661	DB13376
CHEMBL1620780	DB15884
CHEMBL2107781	DB13707
CHEMBL1200861	DB01694
CHEMBL276849	DB19152
CHEMBL1342	DB01440
CHEMBL469662	DB04422
CHEMBL1630575	DB00520
CHEMBL1200527	DB00732
CHEMBL389471	DB13912
CHEMBL505939	DB15774
CHEMBL1201355	DB00403
CHEMBL268736	DB02406
CHEMBL1230787	DB04127
CHEMBL356362	DB04714
CHEMBL343480	DB01785
CHEMBL1235437	DB01632
CHEMBL1330588	DB13644
CHEMBL279956	DB02999
CHEMBL4297915	DB14983
CHEMBL254468	DB13146
CHEMBL173373	DB05869
CHEMBL4297412	DB15413
CHEMBL4297358	DB11882
CHEMBL3989865	DB11813
CHEMBL1230264	DB19171
CHEMBL1200660	DB09401
CHEMBL488280	DB13255
CHEMBL1231334	DB04637
CHEMBL291890	DB17678
CHEMBL6068327	DB17839
CHEMBL44228	DB03836
CHEMBL1721359	DB11437
CHEMBL1865258	DB13663
CHEMBL1252	DB00106
CHEMBL190265	DB02801
CHEMBL2105322	DB13267
CHEMBL4650303	DB19180
CHEMBL256147	DB11815
CHEMBL2104095	DB14006
CHEMBL542	DB02362
CHEMBL445304	DB03644
CHEMBL1251	DB06785
CHEMBL885	DB00879
CHEMBL35505	DB12945
CHEMBL1950045	DB12771
CHEMBL359164	DB04961
CHEMBL3338326	DB19172
CHEMBL303697	DB19074
CHEMBL1233851	DB02742
CHEMBL2104588	DB11392
CHEMBL1235764	DB14663
CHEMBL7303	DB04365
CHEMBL174357	DB17837
CHEMBL4297539	DB12536
CHEMBL2105833	DB19374
CHEMBL572	DB00698
CHEMBL21932	DB02795
CHEMBL58910	DB03357
CHEMBL2104393	DB13389
CHEMBL284906	DB09220
CHEMBL109005	DB08571
CHEMBL486214	DB08711
CHEMBL272557	DB12901
CHEMBL591804	DB17759
CHEMBL1702228	DB11552
CHEMBL1009	DB01235
CHEMBL19236	DB09242
CHEMBL886	DB03761
CHEMBL2104340	DB13776
CHEMBL26717	DB03468
CHEMBL383923	DB02890
CHEMBL1215	DB00388
CHEMBL9519	DB03413
CHEMBL258728	DB01961
CHEMBL435966	DB12172
CHEMBL5209630	DB17614
CHEMBL483849	DB01700
CHEMBL77562	DB08632
CHEMBL275339	DB08214
CHEMBL483790	DB07292
CHEMBL4650326	DB16397
CHEMBL52564	DB01650
CHEMBL139928	DB02503
CHEMBL134	DB00575
CHEMBL461	DB16842
CHEMBL1231871	DB09157
CHEMBL1352	DB15995
CHEMBL142438	DB09152
CHEMBL2447938	DB12510
CHEMBL1236970	DB14532
CHEMBL3578202	DB21811
CHEMBL295416	DB20300
CHEMBL2105300	DB19945
CHEMBL3989421	DB20238
CHEMBL506678	DB21240
CHEMBL2105111	DB21181
CHEMBL269646	DB20648
CHEMBL83628	DB20692
CHEMBL2104057	DB20933
CHEMBL201761	DB19725
CHEMBL528271	DB20965
CHEMBL1972268	DB19780
CHEMBL1170610	DB20740
CHEMBL1697824	DB20877
CHEMBL84567	DB20984
CHEMBL164447	DB21315
CHEMBL2110889	DB19475
CHEMBL3301671	DB20182
CHEMBL281724	DB21272
CHEMBL2104924	DB21113
CHEMBL1697840	DB20066
CHEMBL144620	DB20019
CHEMBL2105128	DB19839
CHEMBL308005	DB19721
CHEMBL2104904	DB19960
CHEMBL269455	DB19544
CHEMBL2110886	DB20880
CHEMBL356301	DB20872
CHEMBL2106970	DB19569
CHEMBL3650200	DB19483
CHEMBL2103981	DB20219
CHEMBL84525	DB21247
CHEMBL472562	DB20637
CHEMBL1598450	DB20307
CHEMBL430916	DB19987
CHEMBL2105913	DB21253
CHEMBL60550	DB20615
CHEMBL2105951	DB21168
CHEMBL2104626	DB20483
CHEMBL3137700	DB20074
CHEMBL2105277	DB19729
CHEMBL2110770	DB20081
CHEMBL1254771	DB19469
CHEMBL2105124	DB20543
CHEMBL447187	DB21070
CHEMBL2105464	DB20553
CHEMBL290624	DB21232
CHEMBL419952	DB21158
CHEMBL2104741	DB21027
CHEMBL2105234	DB20820
CHEMBL3989808	DB20209
CHEMBL34234	DB19502
CHEMBL2107090	DB20218
CHEMBL347043	DB20646
CHEMBL70209	DB19998
CHEMBL2110707	DB21043
CHEMBL128988	DB20216
CHEMBL2375142	DB19794
CHEMBL2107707	DB20516
CHEMBL2106015	DB21025
CHEMBL89326	DB19718
CHEMBL2104791	DB20302
CHEMBL3989881	DB20194
CHEMBL1739674	DB20412
CHEMBL138029	DB20306
CHEMBL204240	DB19612
CHEMBL272383	DB20200
CHEMBL2106864	DB19928
CHEMBL407641	DB21271
CHEMBL462220	DB20542
CHEMBL2103760	DB20304
CHEMBL3919831	DB21566
CHEMBL3989841	DB21159
CHEMBL2104757	DB20354
CHEMBL2104553	DB20811
CHEMBL2104355	DB21046
CHEMBL2105369	DB20152
CHEMBL2105572	DB20688
CHEMBL5095084	DB21504
CHEMBL1270156	DB21367
CHEMBL6068022	DB21715
CHEMBL6068015	DB21709
CHEMBL5314427	DB21559
CHEMBL5314504	DB21527
CHEMBL5314946	DB21607
CHEMBL307214	DB20427
CHEMBL2105079	DB20038
CHEMBL2110871	DB19803
CHEMBL5499704	DB21748
CHEMBL2110964	DB19760
CHEMBL2105344	DB20041
CHEMBL275739	DB20391
CHEMBL2111139	DB20578
CHEMBL494521	DB21264
CHEMBL2106251	DB20813
CHEMBL146817	DB19799
CHEMBL2104295	DB21063
CHEMBL522173	DB20024
CHEMBL2104649	DB20958
CHEMBL2106703	DB20540
CHEMBL2104930	DB20497
CHEMBL1697687	DB19681
CHEMBL2104373	DB19801
CHEMBL2106797	DB20192
CHEMBL2105341	DB20053
CHEMBL3989493	DB20390
CHEMBL4206129	DB19710
CHEMBL4284604	DB21560
CHEMBL2107622	DB19560
CHEMBL2364615	DB20289
CHEMBL5087025	DB21574
CHEMBL2106054	DB19637
CHEMBL2106481	DB20276
CHEMBL5314476	DB21616
CHEMBL5095078	DB19622
CHEMBL2105532	DB20816
CHEMBL36015	DB20810
CHEMBL5314479	DB21614
CHEMBL2107712	DB20597
CHEMBL2105536	DB20484
CHEMBL3833333	DB14011
CHEMBL3833377	DB11248
CHEMBL2146095	DB14483
CHEMBL3707335	DB13280
CHEMBL2107085	DB13046
CHEMBL1200821	DB09366
CHEMBL4594413	DB16034
CHEMBL6640	DB08653
CHEMBL375492	DB12829
CHEMBL90403	DB02953
CHEMBL194014	DB14177
CHEMBL197577	DB08648
CHEMBL458875	DB06683
CHEMBL169901	DB04840
CHEMBL476189	DB08768
CHEMBL375655	DB02857
CHEMBL1230628	DB02502
CHEMBL6731	DB01509
CHEMBL1160619	DB03195
CHEMBL132966	DB05855
CHEMBL242080	DB07726
CHEMBL1927030	DB09571
CHEMBL1160818	DB03846
CHEMBL255750	DB07346
CHEMBL1160597	DB03233
CHEMBL63507	DB17877
CHEMBL1383	DB02189
CHEMBL1525287	DB11408
CHEMBL301265	DB00413
CHEMBL45844	DB04065
CHEMBL1697739	DB13493
CHEMBL1200468	DB00772
CHEMBL174391	DB03056
CHEMBL1234788	DB01631
CHEMBL1208302	DB06893
CHEMBL1232770	DB02521
CHEMBL204543	DB07610
CHEMBL12208	DB07118
CHEMBL1206869	DB04640
CHEMBL1443577	DB11461
CHEMBL457047	DB08132
CHEMBL2105544	DB08924
CHEMBL292303	DB03225
CHEMBL1201348	DB14650
CHEMBL265948	DB12438
CHEMBL3989525	DB13294
CHEMBL3989944	DB14783
CHEMBL202701	DB04546
CHEMBL4297594	DB12440
CHEMBL1201208	DB00830
CHEMBL460499	DB09010
CHEMBL583969	DB03148
CHEMBL2010507	DB13624
CHEMBL165084	DB04265
CHEMBL1651553	DB17619
CHEMBL63859	DB02676
CHEMBL1201220	DB00271
CHEMBL2104627	DB11436
CHEMBL5095176	DB19056
CHEMBL375530	DB08473
CHEMBL124363	DB12074
CHEMBL1213446	DB06889
CHEMBL371428	DB04307
CHEMBL446	DB01582
CHEMBL298827	DB08626
CHEMBL248702	DB01191
CHEMBL2106811	DB16023
CHEMBL269881	DB02407
CHEMBL440	DB01154
CHEMBL447	DB00418
CHEMBL444422	DB02141
CHEMBL1160714	DB13777
CHEMBL4297382	DB05814
CHEMBL807	DB01043
CHEMBL318516	DB04684
CHEMBL200377	DB07759
CHEMBL501942	DB08103
CHEMBL416	DB00553
CHEMBL509064	DB07112
CHEMBL1234032	DB08113
CHEMBL223026	DB08048
CHEMBL1234619	DB01766
CHEMBL340807	DB13875
CHEMBL3646118	DB15642
CHEMBL31891	DB13795
CHEMBL1102	DB01437
CHEMBL45	DB01065
CHEMBL4061538	DB06082
CHEMBL469099	DB07073
CHEMBL7162	DB14060
CHEMBL462997	DB19357
CHEMBL1618378	DB06421
CHEMBL569	DB00721
CHEMBL1349	DB00577
CHEMBL126432	DB01458
CHEMBL1836264	DB15464
CHEMBL509	DB00939
CHEMBL927	DB00535
CHEMBL257468	DB08551
CHEMBL324951	DB03093
CHEMBL48396	DB08926
CHEMBL360563	DB03749
CHEMBL19892	DB12393
CHEMBL1395509	DB16231
CHEMBL17432	DB07437
CHEMBL329433	DB02096
CHEMBL38380	DB08162
CHEMBL560592	DB11821
CHEMBL1983350	DB09118
CHEMBL392149	DB04954
CHEMBL827	DB06701
CHEMBL98	DB02546
CHEMBL3655081	DB14973
CHEMBL24	DB00335
CHEMBL5095189	DB19149
CHEMBL1222151	DB07924
CHEMBL1089318	DB11632
CHEMBL108	DB00564
CHEMBL97137	DB11542
CHEMBL193156	DB01953
CHEMBL180517	DB07712
CHEMBL1213412	DB06990
CHEMBL3707239	DB13842
CHEMBL4297586	DB15079
CHEMBL73822	DB12593
CHEMBL495072	DB06914
CHEMBL2314218	DB19213
CHEMBL395280	DB04864
CHEMBL285347	DB13028
CHEMBL105	DB00305
CHEMBL515408	DB06234
CHEMBL576127	DB08979
CHEMBL814	DB00176
CHEMBL352764	DB07377
CHEMBL259209	DB04896
CHEMBL267044	DB16021
CHEMBL490225	DB02451
CHEMBL4467344	DB16039
CHEMBL3546271	DB15033
CHEMBL3545253	DB14914
CHEMBL1208600	DB02519
CHEMBL1235806	DB03477
CHEMBL293776	DB14008
CHEMBL108483	DB04600
CHEMBL515271	DB06252
CHEMBL34474	DB13918
CHEMBL638	DB00582
CHEMBL4297409	DB12475
CHEMBL1201336	DB01320
CHEMBL83527	DB17939
CHEMBL445813	DB08142
CHEMBL3182621	DB06061
CHEMBL615	DB00417
CHEMBL174	DB00415
CHEMBL1194287	DB08800
CHEMBL293498	DB08598
CHEMBL22242	DB00409
CHEMBL87563	DB12831
CHEMBL1685	DB01209
CHEMBL1231909	DB04213
CHEMBL434200	DB13775
CHEMBL2110686	DB05123
CHEMBL4227424	DB17636
CHEMBL4650327	DB16707
CHEMBL399598	DB02834
CHEMBL261454	DB03921
CHEMBL191910	DB08284
CHEMBL446452	DB11875
CHEMBL1521	DB00962
CHEMBL3334567	DB12048
CHEMBL227924	DB07857
CHEMBL1231018	DB07382
CHEMBL200435	DB06971
CHEMBL349803	DB02925
CHEMBL1366933	DB06678
CHEMBL1598608	DB16837
CHEMBL56564	DB11699
CHEMBL36245	DB03987
CHEMBL3545985	DB00865
CHEMBL2107608	DB12927
CHEMBL3707215	DB13636
CHEMBL99	DB04297
CHEMBL207729	DB07964
CHEMBL382201	DB07713
CHEMBL391737	DB07277
CHEMBL1096643	DB13413
CHEMBL2105581	DB13523
CHEMBL462605	DB11642
CHEMBL1201368	DB14213
CHEMBL63440	DB18145
CHEMBL44793	DB06741
CHEMBL3545187	DB12207
CHEMBL403350	DB08531
CHEMBL44803	DB03571
CHEMBL512283	DB07419
CHEMBL234569	DB08710
CHEMBL37932	DB05252
CHEMBL96741	DB08522
CHEMBL1231375	DB07468
CHEMBL115220	DB06944
CHEMBL20684	DB12254
CHEMBL5830970	DB18119
CHEMBL831	DB00408
CHEMBL304902	DB13256
CHEMBL469117	DB07175
CHEMBL382639	DB07272
CHEMBL420937	DB03034
CHEMBL1650443	DB15323
CHEMBL340813	DB08233
CHEMBL123368	DB08248
CHEMBL2104261	DB11219
CHEMBL1201251	DB01102
CHEMBL2104797	DB13666
CHEMBL256732	DB08704
CHEMBL1235570	DB08453
CHEMBL2110652	DB09192
CHEMBL2107306	DB16020
CHEMBL8739	DB00132
CHEMBL1753	DB01190
CHEMBL46403	DB03193
CHEMBL176	DB13673
CHEMBL1747	DB00684
CHEMBL257705	DB07202
CHEMBL371732	DB07976
CHEMBL258921	DB13212
CHEMBL425616	DB08096
CHEMBL3092562	DB14885
CHEMBL482035	DB16014
CHEMBL243940	DB06829
CHEMBL404630	DB07601
CHEMBL440498	DB08490
CHEMBL134713	DB05708
CHEMBL1096380	DB05992
CHEMBL363449	DB12447
CHEMBL605003	DB08039
CHEMBL1648	DB00270
CHEMBL1185001	DB08549
CHEMBL118841	DB12549
CHEMBL46294	DB02015
CHEMBL379000	DB06989
CHEMBL621	DB00656
CHEMBL15511	DB11404
CHEMBL287038	DB02842
CHEMBL2068839	DB12063
CHEMBL4594403	DB16304
CHEMBL485323	DB08026
CHEMBL248095	DB16892
CHEMBL2105171	DB15790
CHEMBL520400	DB13489
CHEMBL976	DB01058
CHEMBL289556	DB00886
CHEMBL50514	DB02104
CHEMBL164138	DB03251
CHEMBL2349310	DB16511
CHEMBL5314583	DB18771
CHEMBL3306918	DB05596
CHEMBL100116	DB00652
CHEMBL783	DB00731
CHEMBL1230438	DB01561
CHEMBL2431525	DB01485
CHEMBL516268	DB16097
CHEMBL221886	DB12604
CHEMBL1164608	DB15583
CHEMBL559638	DB08701
CHEMBL363302	DB07653
CHEMBL262075	DB12590
CHEMBL1231099	DB07396
CHEMBL2104356	DB01587
CHEMBL2103991	DB12781
CHEMBL1614766	DB12933
CHEMBL3286580	DB11957
CHEMBL387347	DB03336
CHEMBL1201772	DB06209
CHEMBL4297439	DB11654
CHEMBL112953	DB02550
CHEMBL4594412	DB16054
CHEMBL1566249	DB16877
CHEMBL381806	DB04578
CHEMBL1200522	DB09495
CHEMBL28564	DB12869
CHEMBL4650334	DB18824
CHEMBL1726	DB00401
CHEMBL1201210	DB00777
CHEMBL282686	DB06536
CHEMBL1236255	DB08610
CHEMBL2107361	DB12757
CHEMBL17350	DB18795
CHEMBL283639	DB08726
CHEMBL1997223	DB09180
CHEMBL163672	DB13279
CHEMBL578	DB00584
CHEMBL3707204	DB13769
CHEMBL392158	DB15167
CHEMBL2104591	DB13825
CHEMBL1621597	DB00332
CHEMBL3126832	DB12279
CHEMBL1234647	DB02485
CHEMBL29711	DB17742
CHEMBL1232343	DB04678
CHEMBL1081506	DB09295
CHEMBL3183409	DB11901
CHEMBL117869	DB02014
CHEMBL301769	DB08406
CHEMBL277100	DB01405
CHEMBL3264002	DB15254
CHEMBL5314487	DB18927
CHEMBL3967849	DB17832
CHEMBL1256919	DB19354
CHEMBL2105721	DB12720
CHEMBL325023	DB07622
CHEMBL2110900	DB04884
CHEMBL3707231	DB13856
CHEMBL3039507	DB12713
CHEMBL3643413	DB16217
CHEMBL605846	DB09080
CHEMBL74415	DB14737
CHEMBL635	DB00635
CHEMBL167874	DB08722
CHEMBL1200774	DB09378
CHEMBL334491	DB13502
CHEMBL1073	DB01067
CHEMBL1234613	DB14128
CHEMBL494089	DB12745
CHEMBL270515	DB11956
CHEMBL2348782	DB12081
CHEMBL2106351	DB18046
CHEMBL190279	DB11371
CHEMBL1200585	DB06412
CHEMBL5095262	DB18886
CHEMBL207538	DB11859
CHEMBL255696	DB11250
CHEMBL1614710	DB05913
CHEMBL387385	DB07264
CHEMBL3990266	DB18510
CHEMBL483083	DB16120
CHEMBL1213270	DB07932
CHEMBL2178578	DB15250
CHEMBL162501	DB06553
CHEMBL5314465	DB18769
CHEMBL168083	DB03647
CHEMBL1201284	DB01012
CHEMBL65794	DB13682
CHEMBL65730	DB02139
CHEMBL2107772	DB12571
CHEMBL4297416	DB11645
CHEMBL410448	DB08557
CHEMBL1433	DB00254
CHEMBL321582	DB12752
CHEMBL3990456	DB12611
CHEMBL2107331	DB06582
CHEMBL2110731	DB11824
CHEMBL1201396	DB13867
CHEMBL4650367	DB17536
CHEMBL58	DB01204
CHEMBL593	DB00705
CHEMBL1233274	DB07891
CHEMBL384467	DB01234
CHEMBL1908372	DB13638
CHEMBL609109	DB01622
CHEMBL2424780	DB12687
CHEMBL4071215	DB19378
CHEMBL236573	DB07013
CHEMBL1382	DB01036
CHEMBL1201407	DB06826
CHEMBL4441423	DB16030
CHEMBL2103838	DB12140
CHEMBL523395	DB07691
CHEMBL1234956	DB08322
CHEMBL383541	DB07107
CHEMBL99889	DB03383
CHEMBL1083659	DB09034
CHEMBL84	DB01030
CHEMBL5314385	DB19211
CHEMBL3900409	DB15638
CHEMBL141305	DB13472
CHEMBL1957266	DB17021
CHEMBL596674	DB17064
CHEMBL267930	DB17056
CHEMBL1621	DB01267
CHEMBL1922094	DB12180
CHEMBL1180725	DB00782
CHEMBL1093423	DB12214
CHEMBL5095072	DB18961
CHEMBL2105497	DB13564
CHEMBL1908315	DB08964
CHEMBL24547	DB03605
CHEMBL2147475	DB14787
CHEMBL1512580	DB06393
CHEMBL2107783	DB12623
CHEMBL4297427	DB12782
CHEMBL434025	DB02089
CHEMBL3989870	DB11794
CHEMBL169186	DB07249
CHEMBL4297318	DB05495
CHEMBL3115681	DB19038
CHEMBL411278	DB08407
CHEMBL4297190	DB15106
CHEMBL4594275	DB15670
CHEMBL139835	DB04839
CHEMBL1530428	DB14649
CHEMBL2111083	DB05590
CHEMBL1201012	DB00846
CHEMBL1404	DB00243
CHEMBL4297585	DB11677
CHEMBL4594420	DB19179
CHEMBL297273	DB03231
CHEMBL4071161	DB15227
CHEMBL351706	DB12234
CHEMBL491473	DB04849
CHEMBL2105760	DB09128
CHEMBL633	DB01118
CHEMBL19215	DB13520
CHEMBL506110	DB12127
CHEMBL1888176	DB00209
CHEMBL3301673	DB12321
CHEMBL1201165	DB04575
CHEMBL1076930	DB15063
CHEMBL3039503	DB11954
CHEMBL6068029	DB18295
CHEMBL1064	DB00641
CHEMBL3622820	DB12154
CHEMBL216579	DB04289
CHEMBL126648	DB06163
CHEMBL3545233	DB11692
CHEMBL2220486	DB11845
CHEMBL4297865	DB15327
CHEMBL3683575	DB18088
CHEMBL3039498	DB12836
CHEMBL4594287	DB16157
CHEMBL2110789	DB01480
CHEMBL5314482	DB18030
CHEMBL1235246	DB02261
CHEMBL5095033	DB16124
CHEMBL4104957	DB18478
CHEMBL5314552	DB18489
CHEMBL180792	DB02615
CHEMBL1200969	DB01126
CHEMBL1922235	DB12289
CHEMBL399583	DB11881
CHEMBL383634	DB01251
CHEMBL3670800	DB15269
CHEMBL1200412	DB00984
CHEMBL485835	DB07717
CHEMBL1323	DB01264
CHEMBL3039516	DB12564
CHEMBL4297295	DB13095
CHEMBL4297609	DB15245
CHEMBL4447340	DB14934
CHEMBL4303782	DB16408
CHEMBL328190	DB06202
CHEMBL1237021	DB08815
CHEMBL5314923	DB19036
CHEMBL3822773	DB15416
CHEMBL447955	DB12973
CHEMBL4559134	DB15685
CHEMBL3939295	DB15169
CHEMBL5314564	DB18925
CHEMBL4297282	DB12336
CHEMBL3989742	DB15775
CHEMBL301982	DB18736
CHEMBL2104988	DB12435
CHEMBL1201187	DB04835
CHEMBL16370	DB03733
CHEMBL1236690	DB04359
CHEMBL47181	DB02726
CHEMBL319516	DB02336
CHEMBL2037511	DB11934
CHEMBL460258	DB15585
CHEMBL1910936	DB12424
CHEMBL2325429	DB05546
CHEMBL603	DB00549
CHEMBL4297388	DB12322
CHEMBL247767	DB01683
CHEMBL184412	DB04855
CHEMBL89705	DB15466
CHEMBL2111099	DB11427
CHEMBL59030	DB03791
CHEMBL4802154	DB18798
CHEMBL4297432	DB15356
CHEMBL446435	DB04724
CHEMBL3039525	DB11977
CHEMBL6269	DB02477
CHEMBL2107725	DB05038
CHEMBL2103751	DB12832
CHEMBL250270	DB00528
CHEMBL342672	DB04269
CHEMBL3989915	DB11938
CHEMBL256105	DB11430
CHEMBL1269258	DB12694
CHEMBL1229093	DB05063
CHEMBL266125	DB12042
CHEMBL4297588	DB16261
CHEMBL1201352	DB04834
CHEMBL348475	DB06240
CHEMBL4525964	DB11929
CHEMBL1980535	DB03001
CHEMBL1200733	DB01189
CHEMBL1235045	DB02401
CHEMBL448864	DB17627
CHEMBL379652	DB02774
CHEMBL3186049	DB15948
CHEMBL363392	DB16226
CHEMBL405862	DB14056
CHEMBL1751	DB00390
CHEMBL3827379	DB15193
CHEMBL415690	DB03995
CHEMBL92	DB01248
CHEMBL263886	DB16238
CHEMBL5567397	DB18054
CHEMBL159	DB00570
CHEMBL2107787	DB12019
