From src:'1'	To src:'2'
CHEMBL469912	DB08437
CHEMBL5796974	DB14979
CHEMBL1533	DB00304
CHEMBL23293	DB12681
CHEMBL2105394	DB12487
CHEMBL3806158	DB15214
CHEMBL266979	DB19319
CHEMBL1214124	DB08883
CHEMBL3989972	DB14774
CHEMBL832	DB01138
CHEMBL261713	DB07861
CHEMBL4650281	DB18763
CHEMBL272980	DB11830
CHEMBL194176	DB07334
CHEMBL5723337	DB17105
CHEMBL5095207	DB18009
CHEMBL5095202	DB17520
CHEMBL4802139	DB17670
CHEMBL2019090	DB16321
CHEMBL990	DB01091
CHEMBL1190232	DB02240
CHEMBL357995	DB08807
CHEMBL254520	DB07929
CHEMBL5314922	DB18063
CHEMBL477786	DB07982
CHEMBL1078261	DB12278
CHEMBL7568	DB01103
CHEMBL279786	DB03880
CHEMBL371064	DB12239
CHEMBL2068971	DB12350
CHEMBL76222	DB06573
CHEMBL189938	DB08063
CHEMBL1707454	DB19136
CHEMBL106772	DB17041
CHEMBL1138	DB00973
CHEMBL2364614	DB14878
CHEMBL3585580	DB09198
CHEMBL197277	DB04632
CHEMBL4297310	DB14844
CHEMBL598797	DB12174
CHEMBL2364632	DB12035
CHEMBL288436	DB01941
CHEMBL3137301	DB09292
CHEMBL3410450	DB12165
CHEMBL1269025	DB09075
CHEMBL609147	DB09179
CHEMBL1201139	DB00351
CHEMBL1620794	DB13588
CHEMBL1519	DB00519
CHEMBL522038	DB04898
CHEMBL416230	DB11394
CHEMBL1235837	DB08520
CHEMBL4209157	DB14773
CHEMBL4076124	DB15362
CHEMBL513147	DB18051
CHEMBL5315045	DB19409
CHEMBL4297530	DB13115
CHEMBL233209	DB02491
CHEMBL5314910	DB18907
CHEMBL2063869	DB12380
CHEMBL1664	DB01319
CHEMBL1263	DB00938
CHEMBL1831075	DB18004
CHEMBL492265	DB07307
CHEMBL3673452	DB16056
CHEMBL6175829	DB14733
CHEMBL197672	DB05408
CHEMBL2381848	DB15065
CHEMBL3989948	DB14814
CHEMBL459149	DB08738
CHEMBL437526	DB04875
CHEMBL5277528	DB19148
CHEMBL415049	DB11747
CHEMBL1200799	DB00287
CHEMBL2105710	DB12977
CHEMBL49429	DB06666
CHEMBL267777	DB12693
CHEMBL2105695	DB12095
CHEMBL188	DB13950
CHEMBL6067986	DB06021
CHEMBL179532	DB07570
CHEMBL5095077	DB18974
CHEMBL2104927	DB12122
CHEMBL2057236	DB15040
CHEMBL4582651	DB15822
CHEMBL3989451	DB01469
CHEMBL197	DB14063
CHEMBL1200666	DB02300
CHEMBL94657	DB03010
CHEMBL518252	DB18813
CHEMBL1233249	DB04704
CHEMBL4101487	DB14894
CHEMBL4297613	DB15168
CHEMBL2105717	DB08875
CHEMBL1951575	DB12272
CHEMBL4297502	DB12120
CHEMBL2178422	DB12457
CHEMBL5314453	DB18879
CHEMBL231884	DB08995
CHEMBL267431	DB06680
CHEMBL1090488	DB12517
CHEMBL4296683	DB15215
CHEMBL572528	DB02633
CHEMBL554	DB01259
CHEMBL4847260	DB18900
CHEMBL68055	DB16080
CHEMBL3287218	DB14870
CHEMBL3707313	DB12808
CHEMBL5095036	DB18028
CHEMBL3301681	DB13227
CHEMBL2336071	DB12371
CHEMBL35084	DB00616
CHEMBL1549	DB14541
CHEMBL389029	DB04728
CHEMBL50300	DB02823
CHEMBL602	DB00847
CHEMBL4088896	DB15367
CHEMBL4292264	DB15257
CHEMBL175198	DB04525
CHEMBL3989916	DB18800
CHEMBL1075788	DB13240
CHEMBL3948730	DB14989
CHEMBL4297326	DB05678
CHEMBL506044	DB15791
CHEMBL442263	DB16227
CHEMBL3989917	DB14019
CHEMBL2017179	DB11655
CHEMBL1201202	DB00569
CHEMBL262101	DB12983
CHEMBL300891	DB02668
CHEMBL313113	DB14069
CHEMBL5314509	DB19328
CHEMBL2106073	DB15782
CHEMBL481	DB00762
CHEMBL3989541	DB13631
CHEMBL4303525	DB12513
CHEMBL2105829	DB16237
CHEMBL5314931	DB18984
CHEMBL396298	DB04881
CHEMBL1325592	DB02285
CHEMBL4091801	DB17549
CHEMBL3707403	DB16012
CHEMBL5314446	DB17410
CHEMBL1222035	DB03860
CHEMBL573887	DB04255
CHEMBL3334624	DB16037
CHEMBL1230135	DB04595
CHEMBL4065122	DB14785
CHEMBL1663	DB00556
CHEMBL177837	DB17135
CHEMBL1213529	DB02579
CHEMBL109962	DB02345
CHEMBL286398	DB01839
CHEMBL1293	DB06755
CHEMBL2104957	DB11262
CHEMBL444963	DB13456
CHEMBL441687	DB13751
CHEMBL3545057	DB00511
CHEMBL382301	DB09059
CHEMBL42743	DB11475
CHEMBL4462531	DB15469
CHEMBL4787233	DB15532
CHEMBL2374220	DB09027
CHEMBL483091	DB04018
CHEMBL116018	DB04496
CHEMBL176687	DB16868
CHEMBL47259	DB11534
CHEMBL394875	DB02216
CHEMBL62382	DB12697
CHEMBL1823241	DB15341
CHEMBL451930	DB04977
CHEMBL3833335	DB01494
CHEMBL1232414	DB02496
CHEMBL96783	DB11195
CHEMBL920	DB00122
CHEMBL1730601	DB09257
CHEMBL119423	DB13807
CHEMBL284348	DB06637
CHEMBL146554	DB04074
CHEMBL1235931	DB02239
CHEMBL1201323	DB00272
CHEMBL359965	DB11780
CHEMBL3087323	DB12741
CHEMBL32010	DB03703
CHEMBL1410743	DB09117
CHEMBL1222251	DB13178
CHEMBL1235460	DB15087
CHEMBL1485	DB00125
CHEMBL1235259	DB02327
CHEMBL689	DB00742
CHEMBL55214	DB11620
CHEMBL609	DB06824
CHEMBL1233511	DB14981
CHEMBL1321154	DB11458
CHEMBL195328	DB02403
CHEMBL367746	DB04356
CHEMBL315795	DB06470
CHEMBL3946483	DB14777
CHEMBL1213368	DB07824
CHEMBL498847	DB12834
CHEMBL1407356	DB13363
CHEMBL47769	DB15927
CHEMBL1160567	DB02011
CHEMBL1236345	DB01676
CHEMBL443052	DB09041
CHEMBL14193	DB03560
CHEMBL126589	DB03729
CHEMBL1169	DB00233
CHEMBL704	DB00244
CHEMBL1114	DB01412
CHEMBL3544949	DB05625
CHEMBL455	DB00634
CHEMBL245416	DB01055
CHEMBL279898	DB00824
CHEMBL82202	DB00114
CHEMBL53566	DB16855
CHEMBL184	DB00787
CHEMBL2104251	DB12358
CHEMBL1437	DB00368
CHEMBL403	DB09324
CHEMBL7087	DB08782
CHEMBL594722	DB01843
CHEMBL324846	DB04519
CHEMBL1567463	DB04660
CHEMBL5438604	DB15610
CHEMBL647	DB00964
CHEMBL346919	DB12618
CHEMBL1172560	DB03897
CHEMBL364869	DB08165
CHEMBL1076637	DB03839
CHEMBL1488165	DB11364
CHEMBL502384	DB14031
CHEMBL1412041	DB01486
CHEMBL273822	DB04081
CHEMBL417656	DB02894
CHEMBL514	DB01206
CHEMBL1234168	DB03977
CHEMBL437	DB06147
CHEMBL43280	DB01828
CHEMBL3301667	DB09116
CHEMBL2251447	DB15912
CHEMBL1200731	DB00761
CHEMBL1141	DB06715
CHEMBL564109	DB21203
CHEMBL2105556	DB20754
CHEMBL9506	DB20841
CHEMBL296588	DB21282
CHEMBL420	DB00629
CHEMBL596009	DB21185
CHEMBL1410814	DB20266
CHEMBL1356732	DB19905
CHEMBL93233	DB20929
CHEMBL1380480	DB19696
CHEMBL1907110	DB20946
CHEMBL1564747	DB20054
CHEMBL1414826	DB20380
CHEMBL283552	DB20262
CHEMBL1697689	DB20585
CHEMBL91688	DB20723
CHEMBL1980715	DB20829
CHEMBL54349	DB20802
CHEMBL2105089	DB19809
CHEMBL460289	DB20148
CHEMBL2106146	DB20453
CHEMBL2104758	DB20235
CHEMBL2106858	DB21111
CHEMBL2110775	DB20320
CHEMBL1740513	DB20311
CHEMBL2104654	DB20411
CHEMBL2105071	DB19770
CHEMBL2107411	DB20775
CHEMBL8273	DB20183
CHEMBL2105496	DB20004
CHEMBL1450290	DB21449
CHEMBL42583	DB21283
CHEMBL2107643	DB20419
CHEMBL1603949	DB20143
CHEMBL40124	DB19716
CHEMBL1908363	DB21384
CHEMBL1908332	DB20922
CHEMBL2104687	DB20805
CHEMBL278764	DB19830
CHEMBL2106646	DB19556
CHEMBL2111007	DB19886
CHEMBL2106892	DB20196
CHEMBL26319	DB20115
CHEMBL2111013	DB19911
CHEMBL269446	DB19844
CHEMBL2105178	DB19961
CHEMBL2105929	DB20346
CHEMBL276368	DB19656
CHEMBL318520	DB20656
CHEMBL164349	DB21341
CHEMBL2104074	DB20932
CHEMBL2104303	DB20554
CHEMBL2105535	DB21081
CHEMBL2106760	DB21438
CHEMBL409018	DB20109
CHEMBL593262	DB20682
CHEMBL304432	DB21055
CHEMBL3989473	DB19934
CHEMBL2105279	DB20592
CHEMBL430351	DB19488
CHEMBL2110855	DB21166
CHEMBL1076256	DB20202
CHEMBL1742417	DB20188
CHEMBL3989453	DB20939
CHEMBL2105068	DB19684
CHEMBL2104636	DB20733
CHEMBL3989630	DB21091
CHEMBL1891606	DB20999
CHEMBL88691	DB19737
CHEMBL2104159	DB20437
CHEMBL442174	DB20043
CHEMBL13324	DB20458
CHEMBL7549	DB20444
CHEMBL27114	DB20825
CHEMBL2106362	DB20160
CHEMBL73622	DB20131
CHEMBL167493	DB20730
CHEMBL150303	DB21076
CHEMBL4303241	DB19473
CHEMBL17125	DB20450
CHEMBL367197	DB20421
CHEMBL5314949	DB21394
CHEMBL2110957	DB21115
CHEMBL3545388	DB19579
CHEMBL3697578	DB21542
CHEMBL4249337	DB21480
CHEMBL440135	DB20800
CHEMBL567303	DB21258
CHEMBL2110801	DB21370
CHEMBL2107087	DB20677
CHEMBL2105247	DB19671
CHEMBL3989599	DB20863
CHEMBL5095094	DB21600
CHEMBL1377940	DB20072
CHEMBL6068065	DB21680
CHEMBL2110837	DB21171
CHEMBL5314488	DB21621
CHEMBL5394901	DB20120
CHEMBL1720937	DB20104
CHEMBL476632	DB20189
CHEMBL2105196	DB20371
CHEMBL2104323	DB19667
CHEMBL2105607	DB20013
CHEMBL2104933	DB20051
CHEMBL2107786	DB20466
CHEMBL2106861	DB20112
CHEMBL2106550	DB20913
CHEMBL2105145	DB20405
CHEMBL66648	DB21030
CHEMBL122858	DB21284
CHEMBL2105481	DB19818
CHEMBL1867802	DB20097
CHEMBL2106263	DB21013
CHEMBL2106877	DB20817
CHEMBL2106980	DB21346
CHEMBL2105454	DB19954
CHEMBL2104199	DB19866
CHEMBL2106834	DB21433
CHEMBL2106709	DB21281
CHEMBL2103987	DB19654
CHEMBL2105528	DB19838
CHEMBL2104928	DB21092
CHEMBL2105781	DB19874
CHEMBL2104000	DB20468
CHEMBL2107099	DB20246
CHEMBL4650318	DB21466
CHEMBL2104892	DB20010
CHEMBL2105237	DB20700
CHEMBL2107750	DB20455
CHEMBL2107536	DB20546
CHEMBL5095244	DB21528
CHEMBL283820	DB20647
CHEMBL5314458	DB21605
CHEMBL5314432	DB21638
CHEMBL1178861	DB20075
CHEMBL196514	DB20964
CHEMBL2107768	DB20036
CHEMBL2110939	DB21163
CHEMBL4297081	DB20699
CHEMBL2106503	DB21279
CHEMBL5414447	DB23608
CHEMBL5095423	DB21522
CHEMBL5303371	DB20059
CHEMBL2106633	DB14077
CHEMBL1237066	DB00326
CHEMBL1200625	DB09498
CHEMBL2106901	DB15841
CHEMBL3833401	DB11081
CHEMBL14192	DB04581
CHEMBL1231012	DB02018
CHEMBL1512080	DB13641
CHEMBL514315	DB13724
CHEMBL1233898	DB08060
CHEMBL407567	DB06924
CHEMBL2105467	DB06433
CHEMBL4297357	DB15296
CHEMBL770	DB00797
CHEMBL2051960	DB09012
CHEMBL315818	DB13455
CHEMBL1409937	DB15977
CHEMBL609728	DB05492
CHEMBL1540	DB00299
CHEMBL5095263	DB17192
CHEMBL3392074	DB15980
CHEMBL2106989	DB11344
CHEMBL1697760	DB13801
CHEMBL486921	DB07317
CHEMBL93	DB00744
CHEMBL277775	DB16561
CHEMBL1454	DB00848
CHEMBL66280	DB07173
CHEMBL434785	DB04061
CHEMBL267099	DB03172
CHEMBL218291	DB06185
CHEMBL25894	DB15589
CHEMBL458049	DB04208
CHEMBL3301845	DB09253
CHEMBL26687	DB19083
CHEMBL1236582	DB08688
CHEMBL2110954	DB04926
CHEMBL4594409	DB16187
CHEMBL238659	DB08758
CHEMBL1234781	DB08286
CHEMBL36	DB00205
CHEMBL392452	DB08771
CHEMBL1235738	DB03894
CHEMBL22148	DB07577
CHEMBL1201056	DB01298
CHEMBL485940	DB13485
CHEMBL511099	DB04889
CHEMBL1619758	DB01546
CHEMBL130880	DB13668
CHEMBL282614	DB12883
CHEMBL253838	DB01506
CHEMBL443605	DB11254
CHEMBL5314958	DB19300
CHEMBL1094966	DB01291
CHEMBL849	DB08604
CHEMBL3185236	DB15316
CHEMBL365739	DB17025
CHEMBL416755	DB13627
CHEMBL8706	DB04017
CHEMBL462018	DB14636
CHEMBL894	DB01156
CHEMBL1172928	DB11790
CHEMBL468837	DB01354
CHEMBL311948	DB18002
CHEMBL4297635	DB15447
CHEMBL521	DB01050
CHEMBL1163070	DB03869
CHEMBL898	DB00861
CHEMBL452648	DB08104
CHEMBL51085	DB12610
CHEMBL4650305	DB16734
CHEMBL2042122	DB09151
CHEMBL608393	DB08210
CHEMBL493636	DB11463
CHEMBL761	DB06711
CHEMBL327579	DB07902
CHEMBL4297321	DB05968
CHEMBL507419	DB13675
CHEMBL404150	DB07345
CHEMBL3989469	DB15983
CHEMBL111077	DB08231
CHEMBL4296681	DB05722
CHEMBL1229789	DB06907
CHEMBL574060	DB03035
CHEMBL53418	DB04816
CHEMBL1709464	DB19164
CHEMBL580	DB00186
CHEMBL275638	DB07776
CHEMBL247484	DB08230
CHEMBL114283	DB12804
CHEMBL1068	DB00776
CHEMBL360520	DB08527
CHEMBL252642	DB03601
CHEMBL2104482	DB13027
CHEMBL95097	DB02288
CHEMBL42442	DB11446
CHEMBL262628	DB08659
CHEMBL2111144	DB11555
CHEMBL235191	DB12291
CHEMBL1373	DB00745
CHEMBL337173	DB17038
CHEMBL1672	DB01416
CHEMBL2386889	DB11899
CHEMBL318721	DB07862
CHEMBL8809	DB12518
CHEMBL1589	DB00414
CHEMBL139367	DB06614
CHEMBL409450	DB03444
CHEMBL5314620	DB18315
CHEMBL321113	DB02019
CHEMBL113381	DB02858
CHEMBL48608	DB04215
CHEMBL185595	DB03851
CHEMBL143305	DB08728
CHEMBL1771	DB00758
CHEMBL230172	DB07746
CHEMBL1436	DB01112
CHEMBL2105759	DB11817
CHEMBL41355	DB04953
CHEMBL69308	DB12150
CHEMBL4297418	DB12187
CHEMBL1184499	DB04763
CHEMBL766	DB01597
CHEMBL3099551	DB12795
CHEMBL1235338	DB03381
CHEMBL1236196	DB01851
CHEMBL4297376	DB12505
CHEMBL193240	DB01656
CHEMBL176467	DB03368
CHEMBL1221699	DB08462
CHEMBL1289779	DB09166
CHEMBL1169388	DB08544
CHEMBL71	DB00477
CHEMBL1503	DB00338
CHEMBL353861	DB03262
CHEMBL1399	DB01217
CHEMBL643	DB01069
CHEMBL564	DB00420
CHEMBL82304	DB08713
CHEMBL1716091	DB18776
CHEMBL577711	DB12906
CHEMBL142703	DB04876
CHEMBL259551	DB07794
CHEMBL1213460	DB01545
CHEMBL409	DB01128
CHEMBL577144	DB02827
CHEMBL1221	DB06820
CHEMBL483161	DB08172
CHEMBL4297610	DB16267
CHEMBL496574	DB07254
CHEMBL1231358	DB01944
CHEMBL258767	DB16762
CHEMBL1765292	DB12545
CHEMBL1182714	DB12533
CHEMBL1451633	DB08984
CHEMBL4298138	DB16826
CHEMBL220396	DB07303
CHEMBL4116269	DB18903
CHEMBL1200971	DB00689
CHEMBL5314388	DB14791
CHEMBL328827	DB02001
CHEMBL406863	DB08148
CHEMBL2103831	DB06682
CHEMBL2110774	DB09007
CHEMBL648	DB01176
CHEMBL4175981	DB14998
CHEMBL1865134	DB13796
CHEMBL221326	DB15919
CHEMBL642	DB01193
CHEMBL129529	DB11502
CHEMBL1234363	DB03277
CHEMBL3989529	DB06689
CHEMBL1230165	DB15408
CHEMBL26260	DB06732
CHEMBL362071	DB19308
CHEMBL273348	DB16850
CHEMBL472193	DB07360
CHEMBL3545291	DB11867
CHEMBL235157	DB06932
CHEMBL278894	DB07612
CHEMBL1783282	DB13994
CHEMBL609583	DB12382
CHEMBL330572	DB02744
CHEMBL2104306	DB08994
CHEMBL4802155	DB16446
CHEMBL668	DB00344
CHEMBL445	DB00540
CHEMBL911	DB00425
CHEMBL1088762	DB07697
CHEMBL359020	DB06976
CHEMBL112896	DB03504
CHEMBL506649	DB08310
CHEMBL471498	DB01252
CHEMBL4463697	DB16338
CHEMBL445472	DB05107
CHEMBL440283	DB01524
CHEMBL2110767	DB13488
CHEMBL75880	DB01074
CHEMBL3545313	DB11936
CHEMBL205792	DB07270
CHEMBL488025	DB06246
CHEMBL1234416	DB08197
CHEMBL1908370	DB09047
CHEMBL293212	DB03449
CHEMBL354634	DB03737
CHEMBL2303613	DB13470
CHEMBL200347	DB08024
CHEMBL2105060	DB12251
CHEMBL45305	DB19033
CHEMBL512172	DB07194
CHEMBL117348	DB17113
CHEMBL1187694	DB13713
CHEMBL415087	DB09002
CHEMBL4765159	DB06745
CHEMBL1027	DB00906
CHEMBL644	DB00726
CHEMBL2107457	DB04924
CHEMBL2106618	DB01289
CHEMBL4116008	DB15499
CHEMBL591118	DB12268
CHEMBL836	DB00706
CHEMBL4210847	DB11736
CHEMBL38	DB00755
CHEMBL1201406	DB13866
CHEMBL2104585	DB05265
CHEMBL4550236	DB17077
CHEMBL4594416	DB16287
CHEMBL1395	DB06710
CHEMBL186141	DB05767
CHEMBL258918	DB13587
CHEMBL1201325	DB06787
CHEMBL2110912	DB13678
CHEMBL5308478	DB11520
CHEMBL4438269	DB18890
CHEMBL4297490	DB15414
CHEMBL377956	DB08232
CHEMBL552425	DB07970
CHEMBL2170582	DB06316
CHEMBL189171	DB13783
CHEMBL1231206	DB07430
CHEMBL3338194	DB11773
CHEMBL204459	DB08244
CHEMBL1257015	DB13327
CHEMBL508977	DB17263
CHEMBL131854	DB04850
CHEMBL227954	DB08588
CHEMBL2105158	DB13558
CHEMBL60889	DB11675
CHEMBL4877190	DB04890
CHEMBL429910	DB06292
CHEMBL280527	DB12264
CHEMBL6448	DB08721
CHEMBL1697830	DB13528
CHEMBL65273	DB08422
CHEMBL188343	DB07340
CHEMBL131	DB00860
CHEMBL2365410	DB15796
CHEMBL3275971	DB13951
CHEMBL52885	DB05608
CHEMBL371491	DB08395
CHEMBL837	DB05482
CHEMBL229855	DB08569
CHEMBL1234200	DB08164
CHEMBL561639	DB07237
CHEMBL2058833	DB16173
CHEMBL4650332	DB18176
CHEMBL5095165	DB18908
CHEMBL939	DB00317
CHEMBL219916	DB01184
CHEMBL1192519	DB14125
CHEMBL376632	DB06916
CHEMBL1359	DB00303
CHEMBL23	DB00343
CHEMBL4650343	DB16660
CHEMBL6068529	DB18781
CHEMBL267447	DB04886
CHEMBL1201360	DB00596
CHEMBL4650285	DB18806
CHEMBL418995	DB04836
CHEMBL1882461	DB13542
CHEMBL3186849	DB12109
CHEMBL284838	DB12685
CHEMBL402315	DB08582
CHEMBL70586	DB12704
CHEMBL6056939	DB18296
CHEMBL3707224	DB19325
CHEMBL2153191	DB14875
CHEMBL3989901	DB05683
CHEMBL606	DB00929
CHEMBL1230611	DB02259
CHEMBL1229517	DB08881
CHEMBL2103882	DB12200
CHEMBL2227975	DB15056
CHEMBL2440750	DB18812
CHEMBL2408045	DB12183
CHEMBL4289017	DB13059
CHEMBL283754	DB00587
CHEMBL2110627	DB08836
CHEMBL445332	DB12327
CHEMBL1085	DB01063
CHEMBL456929	DB08223
CHEMBL170179	DB01433
CHEMBL1200934	DB00957
CHEMBL2179582	DB12949
CHEMBL408867	DB06618
CHEMBL2106825	DB09124
CHEMBL1892286	DB14626
CHEMBL54440	DB06693
CHEMBL1254990	DB16260
CHEMBL289422	DB08683
CHEMBL2181666	DB15424
CHEMBL3990804	DB06519
CHEMBL3301620	DB14675
CHEMBL4161733	DB14986
CHEMBL94454	DB12523
CHEMBL522387	DB06882
CHEMBL374713	DB07213
CHEMBL12713	DB06144
CHEMBL2137148	DB18151
CHEMBL125386	DB02830
CHEMBL4297603	DB15141
CHEMBL494480	DB18910
CHEMBL4297460	DB16242
CHEMBL290429	DB01535
CHEMBL75133	DB11806
CHEMBL398880	DB01621
CHEMBL503	DB00227
CHEMBL3235620	DB12326
CHEMBL3581647	DB15189
CHEMBL272198	DB07274
CHEMBL565612	DB12369
CHEMBL4756476	DB18866
CHEMBL1224151	DB05171
CHEMBL439817	DB17892
CHEMBL481611	DB06670
CHEMBL1513	DB01029
CHEMBL4866732	DB19329
CHEMBL459265	DB00406
CHEMBL5817577	DB18749
CHEMBL116	DB00701
CHEMBL1200963	DB00905
CHEMBL4594419	DB16240
CHEMBL2146142	DB08993
CHEMBL419432	DB16954
CHEMBL1232829	DB03311
CHEMBL1272307	DB14822
CHEMBL1201197	DB09335
CHEMBL4113131	DB14860
CHEMBL3544914	DB11712
CHEMBL236593	DB12228
CHEMBL489	DB04468
CHEMBL487	DB15641
CHEMBL1852688	DB11886
CHEMBL3904602	DB16218
CHEMBL1200592	DB01134
CHEMBL4594294	DB17071
CHEMBL4068611	DB14976
CHEMBL4483575	DB16852
CHEMBL2103761	DB09227
CHEMBL514201	DB05412
CHEMBL5969552	DB18083
CHEMBL216647	DB08031
CHEMBL4650316	DB19125
CHEMBL213907	DB11582
CHEMBL4065616	DB14761
CHEMBL471737	DB09083
CHEMBL96172	DB01873
CHEMBL1506	DB14658
CHEMBL224128	DB16935
CHEMBL4802158	DB18079
CHEMBL3989958	DB14568
CHEMBL1697835	DB13745
CHEMBL362558	DB11913
CHEMBL47050	DB13791
CHEMBL324547	DB12355
CHEMBL1254709	DB18600
CHEMBL4297258	DB16087
CHEMBL312948	DB09168
CHEMBL2107065	DB13702
CHEMBL1234521	DB11468
CHEMBL18442	DB06809
CHEMBL412763	DB04717
CHEMBL435191	DB04882
CHEMBL455136	DB06673
CHEMBL2106316	DB06446
CHEMBL411907	DB12601
CHEMBL3120793	DB15222
CHEMBL1739917	DB18268
CHEMBL239243	DB01956
CHEMBL3828074	DB15403
CHEMBL46740	DB06401
CHEMBL1738797	DB11363
CHEMBL3809489	DB12411
CHEMBL3040622	DB19070
CHEMBL1082738	DB04616
CHEMBL3951811	DB13060
CHEMBL31421	DB08861
CHEMBL230006	DB13089
CHEMBL4297274	DB13098
CHEMBL407632	DB02872
CHEMBL5557776	DB16737
CHEMBL2365712	DB11273
CHEMBL1550	DB01022
CHEMBL374975	DB02703
CHEMBL281350	DB17052
CHEMBL452231	DB00444
CHEMBL305660	DB11742
CHEMBL539423	DB12548
CHEMBL592445	DB11896
CHEMBL4469883	DB18077
CHEMBL1874002	DB13416
CHEMBL4451232	DB05476
CHEMBL4206119	DB13052
CHEMBL2105646	DB05645
CHEMBL4802157	DB18968
CHEMBL5274107	DB15034
CHEMBL5095038	DB17171
CHEMBL31601	DB00212
CHEMBL81421	DB14001
CHEMBL2107779	DB12094
CHEMBL1399124	DB19379
CHEMBL2105735	DB11586
CHEMBL180971	DB19279
CHEMBL1615434	DB19313
CHEMBL3545363	DB13879
CHEMBL1229937	DB01775
CHEMBL462547	DB04827
CHEMBL171281	DB03201
CHEMBL1624767	DB15967
CHEMBL410414	DB11399
CHEMBL1096896	DB12691
CHEMBL2359248	DB11176
CHEMBL4297278	DB12508
CHEMBL2110727	DB11758
CHEMBL5314539	DB19445
CHEMBL123850	DB02683
CHEMBL1617	DB01220
CHEMBL1136	DB00976
CHEMBL3221419	DB04124
CHEMBL1817709	DB12495
CHEMBL449158	DB11752
CHEMBL1233278	DB02486
CHEMBL349605	DB04481
CHEMBL13968	DB03659
CHEMBL3094198	DB15181
CHEMBL1455497	DB12751
CHEMBL167150	DB11473
CHEMBL1207907	DB12197
CHEMBL283800	DB00148
CHEMBL1975551	DB17223
CHEMBL221186	DB13123
CHEMBL1615234	DB04783
CHEMBL4297323	DB11839
CHEMBL3707446	DB12778
CHEMBL63893	DB02446
CHEMBL1182	DB06756
CHEMBL274119	DB13972
CHEMBL216913	DB12967
CHEMBL1424	DB02134
CHEMBL614	DB00339
CHEMBL1686	DB08845
CHEMBL354077	DB11640
CHEMBL56190	DB03705
CHEMBL397976	DB03088
CHEMBL1235482	DB03266
CHEMBL2106471	DB13768
CHEMBL1200829	DB04564
CHEMBL1213470	DB02376
CHEMBL1201270	DB06799
CHEMBL1232295	DB12907
CHEMBL405957	DB02172
CHEMBL110458	DB05018
CHEMBL3707384	DB13748
CHEMBL446061	DB13747
CHEMBL14060	DB03255
CHEMBL437027	DB11724
CHEMBL46778	DB03559
CHEMBL123693	DB13238
CHEMBL54277	DB03100
CHEMBL111654	DB11496
CHEMBL435	DB00999
CHEMBL1200434	DB01303
CHEMBL3833354	DB13547
CHEMBL2107489	DB13699
CHEMBL1213369	DB07865
CHEMBL298737	DB01778
CHEMBL574	DB17299
CHEMBL262747	DB11906
CHEMBL1688530	DB04911
CHEMBL192008	DB04052
CHEMBL11608	DB08841
CHEMBL1235353	DB02142
CHEMBL1570266	DB11379
CHEMBL1286	DB01202
CHEMBL134342	DB00166
CHEMBL3707366	DB11876
CHEMBL114551	DB12237
CHEMBL457530	DB01686
CHEMBL34964	DB04360
CHEMBL3183654	DB15658
CHEMBL1232077	DB04291
CHEMBL25186	DB03306
CHEMBL426815	DB02420
CHEMBL2105398	DB15975
CHEMBL788	DB00249
CHEMBL1483877	DB13544
CHEMBL504567	DB03068
CHEMBL33720	DB09203
CHEMBL20835	DB13262
CHEMBL1560	DB01197
CHEMBL592878	DB04544
CHEMBL940	DB00996
CHEMBL1371937	DB11204
CHEMBL301141	DB03410
CHEMBL14474	DB18050
CHEMBL1079	DB00697
CHEMBL145	DB01880
CHEMBL219484	DB08478
CHEMBL538940	DB07094
CHEMBL1255	DB03843
CHEMBL2106975	DB11098
CHEMBL2110978	DB13321
CHEMBL1615775	DB14159
CHEMBL1161633	DB14150
CHEMBL1248	DB09398
CHEMBL1200680	DB00971
CHEMBL1329032	DB19650
CHEMBL2107408	DB19616
CHEMBL532998	DB21387
CHEMBL1908301	DB19833
CHEMBL2105396	DB20281
CHEMBL2105010	DB20040
CHEMBL2104642	DB20923
CHEMBL402061	DB20889
CHEMBL550227	DB20869
CHEMBL2106962	DB21009
CHEMBL2104860	DB21000
CHEMBL2368199	DB21374
CHEMBL504459	DB20882
CHEMBL1593719	DB19630
CHEMBL2107521	DB20522
CHEMBL2004297	DB19655
CHEMBL1079787	DB21332
CHEMBL2104570	DB19532
CHEMBL2105139	DB21198
CHEMBL2106361	DB20906
CHEMBL1616411	DB20936
CHEMBL2105985	DB20106
CHEMBL2104226	DB20092
CHEMBL1697787	DB21317
CHEMBL1536675	DB19583
CHEMBL6231	DB20048
CHEMBL149930	DB20359
CHEMBL2105509	DB20463
CHEMBL2104611	DB19816
CHEMBL435176	DB21420
CHEMBL6318	DB19895
CHEMBL3989413	DB21110
CHEMBL108335	DB19510
CHEMBL134702	DB03689
CHEMBL2106168	DB20142
CHEMBL279924	DB21021
CHEMBL2110947	DB20301
CHEMBL3989639	DB21137
CHEMBL503356	DB19573
CHEMBL2106836	DB20187
CHEMBL312109	DB21073
CHEMBL283656	DB19765
CHEMBL2106762	DB19580
CHEMBL1229569	DB21019
CHEMBL2111071	DB20966
CHEMBL2111116	DB19477
CHEMBL505268	DB20885
CHEMBL144399	DB20263
CHEMBL27999	DB19584
CHEMBL2104037	DB21143
CHEMBL3989772	DB19692
CHEMBL37935	DB21278
CHEMBL188427	DB20341
CHEMBL2110601	DB20292
CHEMBL2105113	DB19614
