Purple Book Monthly Historical Data Changes Report - June 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,License Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Inter. Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,Inter. Supplement Number,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date,Patent List Provided
,"Greer Laboratories, Inc.",103569,N/A,Plague Vaccine,351(a),2BIL. CELL/ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,5-Oct-94,, ,,0,Original,,0308,001,CBER,,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),50U/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Mar-96,, ,,0,Original,,0002,001,CBER,,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),25U/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Mar-96,, ,,0,Original,,0002,002,CBER,,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),50U/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Mar-96,, ,,0,Original,,0002,003,CBER,,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),25U/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Mar-96,, ,,0,Original,,0002,004,CBER,,,,,,
,Merck Sharp & Dohme LLC,103623,COMVAX,Haemophilus b Conjugate (Meningococcal Protein Conjugate) and Hepatitis B (Recombinant) Vaccine,351(a),7.5UG PRP/125UG OMPC/5UG HBsAg,Injection,Intramuscular,Vial,Disc,Voluntarily Revoked,2-Oct-96,, ,,0,Original,,0002,001,CBER,,,,,,
,GlaxoSmithKline Biologicals,103647,Infanrix,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),25LF/10LF/25UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Jan-97,, ,,0,Original,,1617,001,CBER,,,,,,
,GlaxoSmithKline Biologicals,103647,Infanrix,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),25LF/10LF/25UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Jan-97,, ,,0,Original,,1617,002,CBER,,,,,,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,001,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,002,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,003,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,004,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,005,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96,, ,,0,Original,,2098,006,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,007,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,008,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,009,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,010,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),2500IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,011,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),2500IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,012,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,Injection,Intramuscular,Vial,Rx,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,013,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,Injection,Intravenous,Vial,Rx,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,014,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,015,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05,, ,,5107,Supplement,,2098,016,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intravenous,Vial,Disc,Licensed,18-Dec-15,, ,,5690,Supplement,,2098,017,CBER,,,,,24-Mar-02,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intramuscular,Vial,Disc,Licensed,18-Dec-15,, ,,5690,Supplement,,2098,018,CBER,,,,,24-Mar-02,
,Vericel Corporation,103661,Carticel Sm Service,Autologous Cultured Chondrocytes,351(a),12MIU/VL,Injection,Implantation,Single-Dose Vial,Disc,Licensed,22-Aug-97,, ,,0,Original,,2010,001,CBER,,,,,,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),2.4MG,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,25-Mar-99,, ,,0,Original,,1261,001,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),1.2MG,For Injection,Intravenous,Vial,Disc,Licensed,15-Nov-00,, ,,5000,Supplement,,1261,002,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),4.8MG,For Injection,Intravenous,Vial,Disc,Licensed,15-Nov-00,, ,,5000,Supplement,,1261,003,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),5.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08,, ,,5231,Supplement,,1261,004,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),1.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08,, ,,5231,Supplement,,1261,005,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),2.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08,, ,,5231,Supplement,,1261,006,CBER,,,,,2-Jul-21,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),8.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Aug-10,, ,,5605,Supplement,,1261,007,CBER,,,,,2-Jul-21,
,Sanofi Vaccines Canada Ltd.,103666,Daptacel,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),0.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,14-May-02,, ,,0,Original,,1726,001,CBER,,,,,,
,Pharmacia & Upjohn Company LLC,103676,Atgam,"Lymphocyte Immune Globulin, Anti-thymocyte Globulin (Equine)",351(a),50MG/ML,Injection,Intravenous,Ampule,Rx,Licensed,4-Dec-96,, ,,0,Original,,1216,001,CBER,,,,,,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),1000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97,, ,,0,Original,,0003,001,CBER,,,,,11-Feb-04,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),500IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97,, ,,0,Original,,0003,002,CBER,,,,,11-Feb-04,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),250IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97,, ,,0,Original,,0003,003,CBER,,,,,11-Feb-04,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),2000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Mar-07,, ,,5245,Supplement,,0003,004,CBER,,,,,11-Feb-04,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),3000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Nov-11,, ,,6051,Supplement,,0003,005,CBER,,,,,11-Feb-04,
,SmartPractice Denmark ApS,103738,T.R.U.E. Test,Thin-Layer Rapid Use Epicutaneous Patch Test,351(a),"36 MCG NICKEL/PATCH, 810 MCG WOOL ALCOHOL/PATCH, 486 MCG NEOMYCIN SULFATE/PATCH, 15.7 MCG CHROMIUM/PATCH, 510 MCG CAINE MIX/PATCH, 405 MCG FRAGRANCE MIX/PATCH, 972 MCG COLOPHONY/PATCH, 810 MCG PARABEN/PATCH, 648 MCG OF BALSAM OF PERU RESIN/PATCH, 18 MCG E",Patch,Topical,Pouch,Rx,Licensed,15-Aug-97,, ,,0,Original,,1888,001,CBER,,,,,,
,"ALK-Abello, Inc.",103752,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50,, ,,0,Original,,1256,001,CBER,,,,,,
,"ALK-Abello, Inc.",103752,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50,, ,,0,Original,,1256,002,CBER,,,,,,
,"ALK-Abello, Inc.",103754,Histatrol,Positive Skin Test Control-Histamine,351(a),0.1MG/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,29-Sep-50,, ,,0,Original,,1256,001,CBER,,,,,,
,"ALK-Abello, Inc.",103754,Histatrol,Positive Skin Test Control-Histamine,351(a),1MG/ML,Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50,, ,,0,Original,,1256,002,CBER,,,,,,
,Kedrion Biopharma Inc.,103777,"Micrhogam, Rhogam",Rho(D) Immune Globulin (Human),351(a),50UG,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed,23-Apr-98,, ,,0,Original,,1906,001,CBER,,,,,,
,Kedrion Biopharma Inc.,103777,"Micrhogam, Rhogam",Rho(D) Immune Globulin (Human),351(a),300UG,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,23-Apr-98,, ,,0,Original,,1906,002,CBER,,,,,,
,Wyeth Pharmaceuticals LLC,103779,Refacto,Antihemophilic Factor (Recombinant),351(a),2000IU,For Injection,Intravenous,Vial,Disc,Licensed,27-Jun-01,, ,,5006,Supplement,,0003,001,CBER,,,,,,
,Wyeth Pharmaceuticals LLC,103779,Refacto,Antihemophilic Factor (Recombinant),351(a),500IU,For Injection,Intravenous,Vial,Disc,Licensed,6-Jul-01,, ,,5000,Supplement,,0003,002,CBER,,,,,,
,Wyeth Pharmaceuticals LLC,103779,Refacto,Antihemophilic Factor (Recombinant),351(a),250IU,For Injection,Intravenous,Vial,Disc,Licensed,6-Jul-01,, ,,5000,Supplement,,0003,003,CBER,,,,,,
,Wyeth Pharmaceuticals LLC,103779,Refacto,Antihemophilic Factor (Recombinant),351(a),1000IU,For Injection,Intravenous,Vial,Disc,Licensed,6-Jul-01,, ,,5000,Supplement,,0003,004,CBER,,,,,,
,Endo Operations Limited,103782,Aplisol,"Tuberculin, Purified Protein Derivative",351(a),5TU/.1ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,20-Apr-98,, ,,0,Original,,2362,001,CBER,,,,,,
,BTG International Inc.,103788,Crofab,Crotalidae Polyvalent Immune Fab (Ovine),351(a),1G,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Oct-00,, ,,0,Original,,1861,001,CBER,,,,,2-Oct-07,
,"ALK-Abello, Inc.",103810,N/A,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,16-Dec-71,, ,,0,Original,,1256,001,CBER,,,,,,
,"ALK-Abello, Inc.",103810,N/A,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,16-Dec-71,, ,,0,Original,,1256,002,CBER,,,,,,
,Emergent BioDefense Operations Lansing LLC,103820,Biorab,Rabies Vaccine Adsorbed,351(a),1.0ML,Injection,Intramuscular,Vial,Disc,Licensed,12-Nov-98,, ,,0,Original,,1755,001,CBER,,,,,,
,Emergent BioDefense Operations Lansing LLC,103821,Biothrax,Anthrax Vaccine Adsorbed,351(a),0.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,12-Nov-98,, ,,0,Original,,1755,001,CBER,,,,,23-Nov-22,
,Emergent BioDefense Operations Lansing LLC,103821,Biothrax,Anthrax Vaccine Adsorbed,351(a),0.5ML,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Nov-98,, ,,0,Original,,1755,002,CBER,,,,,23-Nov-22,
,Seqirus Vaccines Limited,103837,Fluvirin,Influenza Virus Vaccine,351(a),15UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed,3-Nov-98,, ,,0,Original,,2055,001,CBER,,,,,,
,GlaxoSmithKline Biologicals,103850,Twinrix,Hepatitis A & Hepatitis B (Recombinant) Vaccine,351(a),1ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,11-May-01,, ,,0,Original,,1617,001,CBER,,,,,,
,Genzyme Corporation,103869,Thymoglobulin,Anti-thymocyte Globulin (Rabbit),351(a),25MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,19-May-99,, ,,0,Original,,1596,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103870,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103870,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),30AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103870,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103870,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),300AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103870,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103871,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103871,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),30AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103871,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103871,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),300AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103871,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103872,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103872,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103872,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103872,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103873,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,006,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103874,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,006,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103875,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,006,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,004,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,005,CBER,,,,,,
,Jubilant HollisterStier LLC,103876,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,006,CBER,,,,,,
,Jubilant HollisterStier LLC,103877,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,001,CBER,,,,,,
,Jubilant HollisterStier LLC,103877,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,002,CBER,,,,,,
,Jubilant HollisterStier LLC,103877,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24,, ,,0,Original,,1272,003,CBER,,,,,,
